0, 123
1, 92
2, 78
3, 1813
4, 2760
5, 2362
6, 3712
7, 16477
8, 4679
9, 4577
10, 5817
11, 5663
12, 5713
13, 5693
14, 6764
15, 6748
16, 6801
17, 6729
18, 7917
19, 7845
20, 7886
21, 7875
22, 9056
23, 8916
24, 7901
25, 7872
26, 10197
27, 10085
28, 9011
29, 8889
30, 10101
31, 10017
32, 9011
33, 8866
34, 11277
35, 11231
36, 10107
37, 10058
38, 11274
39, 11197
40, 10136
41, 10063
42, 12340
43, 12302
44, 11245
45, 11144
46, 12310
47, 12239
48, 10153
49, 10093
50, 13506
51, 13395
52, 12395
53, 12261
54, 13457
55, 13405
56, 11273
57, 11181
58, 13424
59, 13403
60, 12217
61, 12301
62, 13394
63, 13213
64, 11191
65, 11104
66, 14638
67, 14590
68, 13506
69, 13425
70, 14609
71, 35504
72, 12313
73, 12277
74, 14570
75, 14570
76, 13454
77, 13431
78, 14536
79, 14480
80, 12376
81, 12179
82, 15735
83, 15640
84, 14598
85, 14521
86, 15711
87, 15571
88, 13438
89, 13356
90, 15610
91, 15591
92, 14505
93, 14408
94, 15566
95, 15424
96, 12273
97, 12286
98, 16907
99, 16805
100, 15729
101, 15614
102, 16823
103, 16797
104, 14627
105, 14507
106, 16747
107, 16762
108, 15660
109, 15586
110, 16790
111, 16618
112, 13411
113, 13344
114, 16869
115, 16725
116, 15628
117, 15597
118, 16831
119, 16686
120, 14490
121, 14428
122, 16712
123, 16661
124, 15547
125, 15477
126, 16655
127, 16584
128, 13415
129, 13304
130, 18053
131, 17889
132, 16852
133, 16695
134, 17930
135, 17862
136, 15711
137, 15551
138, 17906
139, 17842
140, 16818
141, 16790
142, 17898
143, 17817
144, 14580
145, 14519
146, 18103
147, 17894
148, 16827
149, 16719
150, 17921
151, 17798
152, 15665
153, 15560
154, 17886
155, 17876
156, 16671
157, 29693
158, 17827
159, 30921
160, 14545
161, 14440
162, 19092
163, 33498
164, 17911
165, 17891
166, 19013
167, 18972
168, 16798
169, 29980
170, 19013
171, 19013
172, 17951
173, 17804
174, 18988
175, 18893
176, 15618
177, 15558
178, 18999
179, 19439
180, 18331
181, 46874
182, 19488
183, 34432
184, 17136
185, 17066
186, 19413
187, 19352
188, 18233
189, 18128
190, 19342
191, 19325
192, 14964
193, 17304
194, 20827
195, 20715
196, 19636
197, 19497
198, 20628
199, 20685
200, 18399
201, 18359
202, 20734
203, 20629
204, 19512
205, 19355
206, 20708
207, 20548
208, 17286
209, 17282
210, 20827
211, 20762
212, 19669
213, 19516
214, 20660
215, 20540
216, 18269
217, 18220
218, 20622
219, 20572
220, 19491
221, 19348
222, 20567
223, 20377
224, 16067
225, 15904
226, 20682
227, 20590
228, 19505
229, 19427
230, 20643
231, 20592
232, 18332
233, 18284
234, 20779
235, 20571
236, 19412
237, 19416
238, 20494
239, 20434
240, 17170
241, 17102
242, 20537
243, 20451
244, 19446
245, 19355
246, 20517
247, 20462
248, 18247
249, 18176
250, 20507
251, 20413
252, 19259
253, 19190
254, 20423
255, 20422
256, 16052
257, 15936
258, 22030
259, 21895
260, 20717
261, 20659
262, 21823
263, 21759
264, 19613
265, 19449
266, 21870
267, 21770
268, 20692
269, 20650
270, 21721
271, 21713
272, 18320
273, 18324
274, 21828
275, 21651
276, 20716
277, 20619
278, 21843
279, 21761
280, 19492
281, 19475
282, 21861
283, 21793
284, 20742
285, 20633
286, 21729
287, 21578
288, 17231
289, 17218
290, 21965
291, 21832
292, 20790
293, 20612
294, 21931
295, 21791
296, 19603
297, 19543
298, 21880
299, 21820
300, 20706
301, 20550
302, 21715
303, 21685
304, 18336
305, 18291
306, 21786
307, 23937
308, 20744
309, 20634
310, 21749
311, 21759
312, 19551
313, 19348
314, 21731
315, 21702
316, 20575
317, 20504
318, 21597
319, 21587
320, 17169
321, 17104
322, 23121
323, 22913
324, 21952
325, 21866
326, 22964
327, 22879
328, 20772
329, 20554
330, 22975
331, 22935
332, 21856
333, 21747
334, 22993
335, 22923
336, 19451
337, 19432
338, 22974
339, 23005
340, 21723
341, 21711
342, 22885
343, 22764
344, 20652
345, 20618
346, 22971
347, 22901
348, 21762
349, 21766
350, 22813
351, 22814
352, 18397
353, 18345
354, 23043
355, 22911
356, 21757
357, 21762
358, 22893
359, 22788
360, 20640
361, 20585
362, 22910
363, 22869
364, 21694
365, 21672
366, 22984
367, 22743
368, 19518
369, 19399
370, 22933
371, 22940
372, 21862
373, 21686
374, 22870
375, 22760
376, 20579
377, 20574
378, 22946
379, 22933
380, 21751
381, 21578
382, 22885
383, 22872
384, 17449
385, 17312
386, 24538
387, 24295
388, 23211
389, 23094
390, 24399
391, 24295
392, 22031
393, 21860
394, 24477
395, 24415
396, 23263
397, 23246
398, 24494
399, 24497
400, 20983
401, 20973
402, 24360
403, 24286
404, 22992
405, 23060
406, 24184
407, 24172
408, 21908
409, 21906
410, 24286
411, 24085
412, 22812
413, 22811
414, 24050
415, 39357
416, 18978
417, 18988
418, 23593
419, 23507
420, 22400
421, 22372
422, 23557
423, 23581
424, 21415
425, 21280
426, 23523
427, 23457
428, 22259
429, 22232
430, 23448
431, 23463
432, 20119
433, 20090
434, 23430
435, 23557
436, 22326
437, 22233
438, 23383
439, 23444
440, 21231
441, 21210
442, 23464
443, 23517
444, 22362
445, 22159
446, 23357
447, 23348
448, 17940
449, 17754
450, 23586
451, 23483
452, 22481
453, 22394
454, 23545
455, 23557
456, 21461
457, 21369
458, 23554
459, 23587
460, 22448
461, 22357
462, 23584
463, 23548
464, 20304
465, 20133
466, 23619
467, 23494
468, 22509
469, 22362
470, 23332
471, 23501
472, 21354
473, 21246
474, 23512
475, 23540
476, 22380
477, 22344
478, 23492
479, 23394
480, 19008
481, 18954
482, 23580
483, 23363
484, 22373
485, 22252
486, 23616
487, 23485
488, 21300
489, 21316
490, 23559
491, 23404
492, 22245
493, 22213
494, 23418
495, 23351
496, 20081
497, 20006
498, 23521
499, 23468
500, 22408
