0, 315
1, 8648
2, 15587
3, 15454
4, 23026
5, 23027
6, 22977
7, 23051
8, 30584
9, 36560
10, 30590
11, 30687
12, 36565
13, 30642
14, 30589
15, 30628
16, 43982
17, 38215
18, 38128
19, 38225
20, 43345
21, 38237
22, 38158
23, 44405
24, 38191
25, 38190
26, 38235
27, 38175
28, 38219
29, 38263
30, 38308
31, 38240
32, 56737
33, 45680
34, 49952
35, 45845
36, 45890
37, 45790
38, 45859
39, 52519
40, 45991
41, 51690
42, 45817
43, 45897
44, 45849
45, 45860
46, 45966
47, 45873
48, 51739
49, 45842
50, 50979
51, 45837
52, 45952
53, 45868
54, 45892
55, 45983
56, 52491
57, 45825
58, 45820
59, 45892
60, 46278
61, 46780
62, 45937
63, 45867
64, 53315
65, 60315
66, 53344
67, 53424
68, 53327
69, 53500
70, 59335
71, 59297
72, 53418
73, 53371
74, 53582
75, 53519
76, 53431
77, 53479
78, 53614
79, 53770
80, 53720
81, 53566
82, 53439
83, 53635
84, 53655
85, 53563
86, 53487
87, 53670
88, 53462
89, 53684
90, 53548
91, 53687
92, 53549
93, 58932
94, 53658
95, 53543
96, 53613
97, 53498
98, 54392
99, 53899
100, 54288
